Exam board,Date,Morning/Afternoon,Code,Course,Qualification,Paper,Notes,Time,Duration,POS,Exam spec
CEA,8/6/2018,Morning,GSD42,DAS: Biology,GCSE,DAS: Biology Unit 2 (H) (1hr 15m),, 9:15 - 10:30,1hr 15m,zrkw2hv,
CEA,4/6/2018,Afternoon,G9271,Economics,GCSE,Economics 1 (1hr 15m),, 1:30 - 2:45,1hr 15m,,
CEA,4/6/2018,Afternoon,GEE32,Engineering,GCSE,Engineering Unit 3 Paper 2 (1hr),, 1:30 - 2:30,1hr,,
CEA,6/6/2018,Afternoon,G9272,Economics,GCSE,Economics 2 (1hr 45m),, 1:30 - 3:15,1hr 45m,,
CEA,6/6/2018,Afternoon,G9704,Music,GCSE,Music Part 2 (45m),, 1:30 - 2:15,45m,zpf3cdm,
CEA,6/6/2018,Afternoon,GBS21,Business Studies,GCSE,Business Studies 2 (1hr 40m),, 1:30 - 3:10,1hr 40m,zpsvr82,
CEA,7/6/2018,Afternoon,GAL21,Agriculture and Land Use,GCSE,Agriculture & Land Use Unit 2 (1hr 15m),, 1:30 - 2:45,1hr 15m,,
CEA,7/6/2018,Afternoon,GAR21,Agriculture and Land Use,GCSE,Agriculture and Land Use Unit 2 (1hr 15m) (New),, 1:30 - 2:45,1hr 15m,,
CEA,8/6/2018,Afternoon,GHT21,History,GCSE, History Unit 2 (F) (1hr 15m),, 1:30 - 2:45,1hr 15m,zj26n39,z3b4v9q
CEA,8/6/2018,Afternoon,GHT22,History,GCSE,History Unit 2 (H) (1hr 15m),, 1:30 - 2:45,1hr 15m,zj26n39,z3b4v9q
CEA,12/6/2018,Morning,GMF11,Further Maths,GCSE,Further Maths Unit 1 (2hrs),,9:15 - 11:15,2hrs,,
CEA,12/6/2018,Morning,GFM11,Further Maths,GCSE,Further Maths Unit 1 (2hrs) (New),,9:15 - 11:15,2hrs,,
CEA,13/6/2018,Morning,GCH11,Chemistry,GCSE,Chemistry Unit 1 (F) (1hr 15m),, 9:15 - 10:30,1hr 15m,zs6hvcw,zyqmv4j
CEA,13/6/2018,Morning,GCM11,Chemistry,GCSE,Chemistry Unit 1 (F) (1hr) (New),, 9:15 - 10:15,1hr,zs6hvcw,zyqmv4j
CEA,13/6/2018,Morning,GCH12,Chemistry,GCSE,Chemistry Unit 1 (H) (1hr 30m),, 9:15 - 10:45,1hr 30m,zs6hvcw,zyqmv4j
CEA,13/6/2018,Morning,GCM12,Chemistry,GCSE,Chemistry Unit 1 (H) (1hr 15m) (New),, 9:15 - 10:30,1hr 15m,zs6hvcw,zyqmv4j
CEA,13/6/2018,Morning,GSD51,DAS: Chemistry,GCSE,DAS: Chemistry Unit 2 (F) (1hr 15m),, 9:15 - 10:30,1hr 15m,zrkw2hv,
CEA,13/6/2018,Morning,GSD52,DAS: Chemistry,GCSE,DAS: Chemistry Unit 2 (H) (1hr 15m),, 9:15 - 10:30,1hr 15m,zrkw2hv,
CEA,14/6/2018,Morning,GSP41,Spanish,GCSE,Spanish 4 Reading (F) (40m),, 9:15 - 9:55,40m,z4dqxnb,
CEA,14/6/2018,Morning,GSH31,Spanish,GCSE,Spanish Reading Unit 3 (F) (50m) (New),,9:15 - 10:05,50m,z4dqxnb,
CEA,14/6/2018,Morning,GSP42,Spanish,GCSE,Spanish 4 Reading (H) (50m),,9:15 - 10:05,50m,z4dqxnb,
CEA,14/6/2018,Morning,GSH32,Spanish,GCSE,Spanish Reading Unit 3 (H) (1hr) (New),,9:15 - 10:15,1hr,z4dqxnb,
CEA,15/6/2018,Morning,GPH11,Physics,GCSE,Physics Unit 1 (F) (1hr 15m),, 9:15 - 10:30,1hr 15m,zpm6fg8,
